CaptureSite,ForagingGround,CaptureMethod,Species,Sex,Status,CaptureSiteCategory,Type,year,week_of_year,year_woy
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,48,201548
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,50,201850
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,48,201348
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,30,201830
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,8,200908
11,Creek,Net,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,1999,46,199946
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,41,201441
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,7,201707
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,13,201013
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,22,201522
16,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2011,15,201115
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,35,201735
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2001,12,200112
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,8,201308
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,2,201802
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,41,201741
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,38,201138
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,9,201409
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,25,200625
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,10,201710
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,46,201646
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,48,201548
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,15,200815
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,3,201603
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,48,200848
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2011,38,201138
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2010,18,201018
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2010,3,201003
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,33,201333
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,7,200907
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2011,32,201132
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,1,201501
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,16,201116
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,4,200904
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,7,201807
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,21,201421
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,12,200612
5,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,3,200603
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,1999,33,199933
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2011,41,201141
15,Creek,Net,Species_6,,Released,CaptureSiteCategory_0,Type_0,2011,48,201148
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2004,38,200438
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,6,200806
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,42,201342
1,Ocean,Jarife,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,27,201327
28,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,20,200120
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,48,201548
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,5,201405
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,18,200618
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,3,201403
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,13,201413
23,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2009,46,200946
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,2,201702
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,13,200313
23,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,39,200739
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,46,201746
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,12,201812
26,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_3,Type_1,1999,35,199935
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2008,41,200841
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,45,201445
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,4,201304
23,Ocean,Longline,Species_5,Unknown,Admitted,CaptureSiteCategory_0,Type_0,2013,3,201303
26,Ocean,Beached,Species_5,Unknown, thicjk green algae over shell& emaciated and weak…..DIED 22/9,CaptureSiteCategory_3,Type_1,2003,39,200339
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,5,200705
23,Creek,Longline,Species_5,Unknown, chip btw R supra/11RM+ small b left supra+ very small b's on the sides of head,CaptureSiteCategory_0,Type_0,2002,27,200227
12,Ocean,Net,Species_7,Unknown,Admitted,CaptureSiteCategory_2,Type_1,2013,34,201334
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,18,201818
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,42,201642
20,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2011,20,201120
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,33,201633
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,17,200517
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,40,201240
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,47,201447
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,51,201551
12,Ocean,Collected Floater,Species_6,Unknown,Admitted,CaptureSiteCategory_2,Type_1,2018,35,201835
7,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2009,46,200946
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,28,201628
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,48,200448
8,Ocean,Net,Species_5,,Released,CaptureSiteCategory_1,Type_1,2012,4,201204
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,15,201015
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,19,201019
14,Creek,Jarife,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,21,201821
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,30,201030
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,42,200742
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,25,201225
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,18,201318
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,41,201741
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,9,201209
2,Creek,Net,Species_5,,Released,CaptureSiteCategory_2,Type_1,2012,1,201201
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,37,201337
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,48,201248
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2011,38,201138
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,15,201815
1,Ocean,Net,Species_6,,Released,CaptureSiteCategory_2,Type_1,2011,46,201146
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,16,201416
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,24,201724
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,15,201815
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,38,201538
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,12,201412
10,Ocean,Net,Species_6,Unknown, notch on the second RCS,CaptureSiteCategory_2,Type_1,2017,13,201713
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,47,201247
13,Ocean,Net,Species_5,Unknown, light pink calcerous algae on rear shell,CaptureSiteCategory_2,Type_1,2004,9,200409
23,Creek,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,25,201225
7,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,43,201643
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2007,51,200751
27,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,49,201149
15,Creek,Net,Species_6,,Released,CaptureSiteCategory_0,Type_0,2011,44,201144
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,11,201511
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,2,201402
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,32,200732
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,38,201438
18,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2003,13,200313
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,36,201836
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,9,200809
18,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2009,38,200938
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,32,201332
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,11,201811
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,7,201207
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,34,200834
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2008,9,200809
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,41,200741
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,43,201743
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,8,201408
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,49,201449
8,Ocean,Jarife,Species_5,Female,Released,CaptureSiteCategory_1,Type_1,2012,47,201247
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,3,201503
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,44,200244
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,28,201328
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,25,201425
19,Ocean,by hand,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,30,201330
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,26,201726
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,29,201129
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2009,52,200952
1,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,26,201426
15,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2010,40,201040
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,50,201450
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,49,200949
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,42,201842
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,40,201440
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2009,45,200945
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,47,200947
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,20,201620
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,30,201730
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,36,200236
22,Creek,Net,Species_6,,Released,CaptureSiteCategory_4,Type_0,2011,40,201140
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,12,201312
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,52,200752
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,45,200845
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,8,201708
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,7,200907
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,10,201110
14,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,40,200940
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,38,201038
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,44,201544
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2011,2,201102
19,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2008,51,200851
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,47,201547
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,41,200841
23,Creek,Net,Species_6,Unknown, underside covered in Bs& especialy heavy around margi,CaptureSiteCategory_0,Type_0,2001,8,200108
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,17,201417
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,42,201642
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,5,201705
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,15,201215
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,11,201211
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,48,201648
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,52,201352
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,33,201333
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,50,200750
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,32,200832
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,27,201427
26,Ocean,Beached,Species_6,Unknown,Released,CaptureSiteCategory_3,Type_1,2016,31,201631
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,9,201809
12,Ocean,Beached,Species_5,Unknown,Admitted,CaptureSiteCategory_2,Type_1,2017,44,201744
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,17,201017
11,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,31,200831
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,48,201748
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,47,201447
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,34,200834
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,52,200752
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,44,201144
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,42,201042
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,37,201037
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,41,201241
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,23,201523
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,47,201447
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,14,201014
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,40,200340
23,Creek,Net,Species_5,Unknown, 2nd LLS is flaking& all scutes are flaking& 1LLS large b& 3LLS has 3 large b's +clusters& 2RLS has 4 large b's +clusters& supracaudals damaged -slight bleeding& tag rip in LRF,CaptureSiteCategory_0,Type_0,2001,15,200115
1,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2009,30,200930
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,44,201344
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,14,201014
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,26,201226
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,14,200114
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,8,200808
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,51,200251
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,44,200644
9,Ocean,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,46,201246
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,16,201316
23,Creek,Uzio,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,26,201526
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,38,200738
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,50,201650
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,6,201406
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,1,200201
15,Creek,Net,Species_6,,Released,CaptureSiteCategory_0,Type_0,2011,44,201144
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,24,201724
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,26,201726
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,12,201312
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,5,201305
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,7,200507
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,44,201744
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,47,201447
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,29,201529
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2011,1,201101
21,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,37,201537
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,34,201734
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,9,201009
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,15,201815
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,40,201840
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,2,201502
20,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,17,200717
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,27,201627
19,Ocean,Beached,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2005,21,200521
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,46,201846
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,44,201444
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,8,201608
6,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,36,201236
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,6,201806
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2000,52,200052
26,Ocean,Collected Floater,Species_6,Unknown,Released,CaptureSiteCategory_3,Type_1,2001,49,200149
5,Creek,By Hand,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,26,201426
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,27,201227
17,Creek,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_4,Type_0,2015,3,201503
7,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,45,200545
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,9,201709
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,11,201811
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,7,200407
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,49,201749
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,43,201343
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,36,201236
22,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,7,200907
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,46,201846
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,22,201522
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,22,201222
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,43,201543
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,43,200743
21,Creek,Longline,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,31,200231
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,11,200511
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,35,201235
25,Creek,Longline,Species_5,Unknown, b onm 4RLS& b scar3RLS& light green alage on shell& sm hook wound RFF near shoulder,CaptureSiteCategory_0,Type_0,2003,46,200346
11,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,43,200543
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,37,201337
16,Creek,Not_Recorded,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2000,27,200027
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,53,201553
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,36,201036
16,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,21,200521
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,30,201530
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,48,200648
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2005,41,200541
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,49,201649
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,20,201520
7,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2008,31,200831
23,Creek,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,42,201842
21,Creek,Longline,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,46,201146
6,Creek,Net,Species_5,Unknown, flaking on carapace,CaptureSiteCategory_4,Type_0,2017,14,201714
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,48,201348
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,34,200434
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,47,201447
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,50,201250
11,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,50,201050
23,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,31,200831
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,10,201710
5,Creek,Net,Species_5,Unknown,Not_Recorded,CaptureSiteCategory_4,Type_0,2005,9,200509
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,28,201328
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,51,200551
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,48,201748
25,Creek,Not_Recorded,Species_5,,,CaptureSiteCategory_0,Type_0,2008,49,200849
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,15,201015
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,32,201232
11,Creek,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_0,Type_0,2007,43,200743
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,7,201707
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,3,201603
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,13,201213
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,52,201752
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,51,201451
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,44,200744
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,38,200438
9,Ocean,Net,Species_5,, clean plastron,CaptureSiteCategory_1,Type_1,2011,34,201134
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,3,201503
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,37,201337
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,31,200431
